iata,icao,latitude,longitude,name,iso_country
ELJ,SK-284,2,-74.133333,El Recreo Airport,CO
MSK,SK-327,3.750453,-71.456137,Morelia Airport,CO
SOH,SK-348,3.016667,-71.75,Solita Airport,CO
MQR,SK-365,2.64955,-78.3361,Mosquera Airport,CO
PYN,SK-366,1.8,-78.166667,Payán Airport,CO
ISD,SK-367,2.445825,-77.981753,Santa Bárbara Airport,CO
AZT,SK-392,6.767262,-73.284775,Zapatoca Airport,CO
HRR,SK-422,3.216667,-75.85,Herrera Airport,CO
PLA,SK-434,3.197051,-75.642042,Planadas Airport,CO
SQB,SK-442,4.408333,-75.021667,Santa Ana Airport,CO
ARF,SK-471,0.533333,-70.133333,Acaricuara Airport,CO
MFB,SK-481,0.633333,-69.75,Monfort Airport,CO
MHF,SK-482,1.75,-69.916667,Morichal Airport,CO
VAB,SK-510,0.611772,-69.207369,Yavarate Airport,CO
CSR,SK-511,5.833333,-68.133333,Casuarito Airport,CO
GMC,SK-518,3.629996,-70.323028,Guerima Airport,CO
ACR,SKAC,-0.600854,-72.398011,Araracuara Airport,CO
ACD,SKAD,8.497847,-77.274106,Alcides Fernández Airport,CO
HAY,SKAG,8.247,-73.5814,Hacaritama Airport,CO
AFI,SKAM,6.895033,-75.047334,Amalfi Airport,CO
API,SKAP,4.07607,-73.5627,Gomez Nino Apiay Air Base,CO
AXM,SKAR,4.45278,-75.7664,El Eden Airport,CO
PUU,SKAS,0.505228,-76.5008,Tres De Mayo Airport,CO
ARQ,SKAT,7.02106,-71.388901,El Troncal Airport,CO
ELB,SKBC,9.04554,-73.9749,Las Flores Airport,CO
BGA,SKBG,7.1265,-73.1848,Palonegro Airport,CO
NBB,SKBM,3.490691,-69.808151,Barranco Minas Airport,CO
BOG,SKBO,4.70159,-74.1469,El Dorado International Airport,CO
BAQ,SKBQ,10.8896,-74.7808,Ernesto Cortissoz International Airport,CO
BSC,SKBS,6.20292,-77.3947,José Celestino Mutis Airport,CO
BUN,SKBU,3.81963,-76.9898,Gerardo Tobar López Airport,CO
CPB,SKCA,8.632169,-77.350262,Capurganá Airport,CO
CUC,SKCC,7.92757,-72.5115,Camilo Daza International Airport,CO
COG,SKCD,5.072007,-76.676373,Mandinga Airport,CO
CTG,SKCG,10.4424,-75.513,Rafael Nuñez International Airport,CO
CCO,SKCI,4.56417,-71.3364,Carimagua Airport,CO
CLO,SKCL,3.542717,-76.381898,Alfonso Bonilla Aragon International Airport,CO
CIM,SKCM,6.367484,-73.970658,Cimitarra Airport,CO
RAV,SKCN,6.316404,-70.21137,Cravo Norte Airport,CO
TCO,SKCO,1.81442,-78.7492,La Florida Airport,CO
BHF,SKCP,6.694817,-77.493643,Cupica Airport,CO
CUO,SKCR,1.013822,-71.297343,Carurú Airport,CO
CAQ,SKCU,7.96847,-75.1985,Juan H White Airport,CO
CVE,SKCV,9.40092,-75.6913,Coveñas Airport,CO
CZU,SKCZ,9.33274,-75.2856,Las Brujas Airport,CO
EBG,SKEB,7.59647,-74.8089,El Bagre Airport,CO
ECR,SKEH,2.44944444444,-78.0941666667,El Charco Airport,CO
EJA,SKEJ,7.02433,-73.8068,Yariguíes Airport,CO
FLA,SKFL,1.58919,-75.5644,Gustavo Artunduaga Paredes Airport,CO
FDA,SKFU,10.5333,-74.2,Fundación Airport,CO
LGT,SKGA,4.550543,-70.925353,La Gaviota Airport,CO
GIR,SKGI,4.27624,-74.7967,Santiago Vila Airport,CO
CRC,SKGO,4.75818,-75.9557,Santa Ana Airport,CO
GPI,SKGP,2.57013,-77.897969,Guapi Airport,CO
CPL,SKHA,3.724293,-75.465785,General Navas Pardo Airport,CO
HTZ,SKHC,6.153311,-71.761969,Hato Corozal Airport,CO
IBE,SKIB,4.42161,-75.1333,Perales Airport,CO
IGO,SKIG,7.677606,-76.683165,Jaime Ortiz Betancourt Airport,CO
LPE,SKIM,5.4776,-70.4212,La Primavera Airport,CO
IPI,SKIP,0.861946,-77.671783,San Luis Airport,CO
JUO,SKJU,7.07181,-77.727117,Juradó Airport,CO
APO,SKLC,7.81196,-76.7164,Antonio Roldán Betancur Airport,CO
LQM,SKLG,-0.182278,-74.7708,Caucaya Airport,CO
MCJ,SKLM,11.2325,-72.4901,Jorge Isaac Airport,CO
LPD,SKLP,-1.324882,-69.581294,La Pedrera Airport,CO
LET,SKLT,-4.191147,-69.942003,Alfredo Vásquez Cobo International Airport,CO
TBD,SKMB,2.778569,-77.668045,Timbiqui Airport,CO
EOH,SKMD,6.219686,-75.590597,Enrique Olaya Herrera Airport,CO
MFS,SKMF,1.35,-71.9444,Miraflores Airport,CO
MGN,SKMG,9.28474,-74.8461,Baracoa Airport,CO
MTB,SKML,7.97174,-75.4325,Montelibano Airport,CO
MMP,SKMP,9.258348,-74.438393,San Bernardo Airport,CO
MTR,SKMR,8.82374,-75.8258,Los Garzones Airport,CO
MVP,SKMU,1.25366,-70.2339,Fabio Alberto Leon Bentley Airport,CO
MZL,SKMZ,5.0296,-75.4647,La Nubia Airport,CO
LMC,SKNA,2.17565,-73.78674,La Macarena Airport,CO
NCI,SKNC,8.454429,-76.779326,Necocli Airport,CO
NQU,SKNQ,5.710348,-77.261868,Reyes Murillo Airport,CO
NVA,SKNV,2.95015,-75.294,Benito Salas Airport,CO
OCV,SKOC,8.31506,-73.3583,Aguas Claras Airport,CO
ORC,SKOE,4.790355,-71.348187,Orocue Airport,CO
OTU,SKOT,7.010532,-74.715398,Otu Airport,CO
RON,SKPA,5.76454,-73.1054,Juan Jose Rondon Airport,CO
PCR,SKPC,6.18472,-67.4932,German Olano Airport,CO
PDA,SKPD,3.85353,-67.9062,Obando Cesar Gaviria Trujillo Airport,CO
PEI,SKPE,4.81267,-75.7395,Matecaña International Airport,CO
PTX,SKPI,1.85777,-76.0857,Pitalito Airport,CO
PLT,SKPL,9.8,-74.7833,Plato Airport,CO
NAR,SKPN,6.21002,-74.5906,Puerto Nare Airport,CO
PPN,SKPP,2.454359,-76.609253,Guillermo León Valencia Airport,CO
PAL,SKPQ,5.48361,-74.6574,German Olano Air Base,CO
PBE,SKPR,6.46034,-74.4105,Puerto Berrio Airport,CO
PSO,SKPS,1.396722,-77.29093,Antonio Nariño Airport,CO
PVA,SKPV,13.357461,-81.357977,El Embrujo Airport,CO
PZA,SKPZ,5.876146,-71.886671,Paz de Ariporo Airport,CO
MQU,SKQU,5.21256,-74.8836,Mariquita Airport,CO
TCD,SKRA,-2.895802,-69.749762,Tarapacá Airport,CO
MDE,SKRG,6.16454,-75.4231,Jose Maria Córdova International Airport,CO
RCH,SKRH,11.5262,-72.926,Almirante Padilla Airport,CO
SNT,SKRU,7.38322,-73.505402,Las Cruces Airport,CO
RVE,SKSA,6.951868,-71.857179,Los Colonizadores Airport,CO
SJE,SKSJ,2.57969,-72.6394,Jorge E. Gonzalez Torres Airport,CO
SSL,SKSL,5.1309,-70.8682,Santa Rosalia Airport,CO
SMR,SKSM,11.1196,-74.2306,Simón Bolívar International Airport,CO
SOX,SKSO,5.67732,-72.9703,Alberto Lleras Camargo Airport,CO
ADZ,SKSP,12.5836,-81.7112,Gustavo Rojas Pinilla International Airport,CO
SRS,SKSR,8.69,-75.156,San Marcos Airport,CO
SVI,SKSV,2.15217,-74.7663,Eduardo Falla Solano Airport,CO
TAU,SKTA,5.01281,-72.7424,Tauramena Airport,CO
TIB,SKTB,8.63152,-72.7304,Tibú Airport,CO
TDA,SKTD,5.43278,-71.6625,Trinidad Airport,CO
TLU,SKTL,9.50945,-75.5854,Golfo de Morrosquillo Airport,CO
TME,SKTM,6.45108,-71.7603,Gustavo Vargas Airport,CO
TQS,SKTQ,0.7459,-75.234,Captain Ernesto Esguerra Cubides Air Base,CO
TRB,SKTU,8.071878,-76.740124,Gonzalo Mejía Airport,CO
URI,SKUB,3.2375,-74.347222,Uribe Airport,CO
AUC,SKUC,7.06888,-70.7369,Santiago Perez Airport,CO
UIB,SKUI,5.69076,-76.6412,El Caraño Airport,CO
ULQ,SKUL,4.08836,-76.2351,Heriberto Gíl Martínez Airport,CO
URR,SKUR,6.32883,-76.1425,Urrao Airport,CO
VGZ,SKVG,0.978767,-76.6056,Villa Garzón Airport,CO
PYA,SKVL,5.93904,-74.457,Velásquez Airport,CO
VUP,SKVP,10.435,-73.2495,Alfonso López Pumarejo Airport,CO
VVC,SKVV,4.16787,-73.6138,Vanguardia Airport,CO
AYG,SKYA,1.54417,-73.9333,Yaguara Airport,CO
EYP,SKYP,5.31911,-72.384,El Alcaravan - Yopal Airport,CO
MHW,SLAG,-19.827,-63.960999,Monteagudo Airport,BO
SRE,SLAL,-19.246835,-65.149611,Alcantarí International Airport,BO
APB,SLAP,-14.7356,-68.411903,Apolo Airport,BO
ASC,SLAS,-15.933365,-63.155575,Ascención de Guarayos Airport,BO
BJO,SLBJ,-22.7733001709,-64.31289672850001,Bermejo Airport,BO
CAM,SLCA,-20.00656,-63.527827,Camiri Airport,BO
CBB,SLCB,-17.421105,-66.177102,Jorge Wilsterman International Airport,BO
CIJ,SLCO,-11.039109,-68.782774,Capitán Aníbal Arab Airport,BO
CEP,SLCP,-16.142688,-62.026595,Concepción Airport,BO
SRZ,SLET,-17.8115997314,-63.1715011597,El Trompillo Airport,BO
GYA,SLGM,-10.88856,-65.380955,Guayaramerín Airport,BO
CCA,SLHI,-16.976834,-65.145568,Chimore Airport,BO
BVK,SLHJ,-13.605556,-63.879444,Huacaraje Airport,BO
SJS,SLJE,-17.830799,-60.743099,San José De Chiquitos Airport,BO
SJB,SLJO,-13.067209,-64.675205,San Joaquín Airport,BO
SJV,SLJV,-16.2708,-62.470299,San Javier Airport,BO
LPB,SLLP,-16.510272,-68.189416,El Alto International Airport,BO
MGD,SLMG,-13.2607483767,-64.0607643127,Magdalena Airport,BO
ORU,SLOR,-17.956151,-67.075829,Juan Mendoza International Airport,BO
POI,SLPO,-19.543331,-65.723734,Capitan Nicolas Rojas Airport,BO
PUR,SLPR,-11.107663,-67.551155,Puerto Rico Airport,BO
PSZ,SLPS,-18.975301,-57.820599,Capitán Av. Salvador Ogaya G. airport,BO
SRD,SLRA,-13.2639,-64.603897,San Ramón Airport,BO
RBO,SLRB,-18.328224,-59.765339,Roboré Airport,BO
RIB,SLRI,-11.009355,-66.075468,Capitán Av. Selin Zeitun Lopez Airport,BO
RBQ,SLRQ,-14.4279,-67.496803,Rurrenabaque Airport,BO
REY,SLRY,-14.3044,-67.353401,Reyes Airport,BO
SBL,SLSA,-13.762200355500001,-65.4352035522,Santa Ana Del Yacuma Airport,BO
SRJ,SLSB,-14.8592,-66.737503,Capitán Av. German Quiroga G. Airport,BO
SNG,SLSI,-16.38719,-60.962318,Capitán Av. Juan Cochamanidis S. Airport,BO
SNM,SLSM,-14.9658,-65.6338,San Ignacio de Moxos Airport,BO
SRB,SLSR,-14.073072,-66.787391,Santa Rosa de Yacuma Airport,BO
MQK,SLTI,-16.339199,-58.401901,San Matías Airport,BO
TJA,SLTJ,-21.5557,-64.701302,Capitan Oriel Lea Plaza Airport,BO
TDD,SLTR,-14.8187,-64.917999,Teniente Av. Jorge Henrich Arauz Airport,BO
UYU,SLUY,-20.441304,-66.857553,Joya Andina International Airport,BO
VAH,SLVG,-18.4825,-64.099403,Capitán Av. Vidal Villagomez Toledo Airport,BO
VLM,SLVM,-21.255199432399998,-63.4056015015,Teniente Coronel Rafael Pabón Airport,BO
VVI,SLVR,-17.6448,-63.135399,Viru Viru International Airport,BO
BYC,SLYA,-21.960899353027344,-63.65169906616211,Yacuiba Airport,BO
ABN,SMBN,5.51272,-54.050098,Albina Airport,SR
AAJ,SMCA,3.898681,-55.577907,Cayana Airstrip,SR
TOT,SMCO,5.86583,-56.327499,Totness Airport,SR
DRJ,SMDA,4.111359,-54.672766,Drietabbetje Airport,SR
LDO,SMDO,4.376108,-55.407057,Ladouanie Airport,SR
PBM,SMJP,5.45283,-55.187801,Johan Adolf Pengel International Airport,SR
MOJ,SMMO,5.6076,-54.4003,Moengo Airstrip,SR
ICK,SMNI,5.955435,-57.040617,Nieuw Nickerie - Major Henk Fernandes Airport,SR
OEM,SMPA,3.346051,-55.443707,Vincent Fayks Airport,SR
SMZ,SMST,4.351389,-54.418056,Stoelmanseiland Airport,SR
KCB,SMTP,3.15000009537,-55.716999054,Tepoe Airstrip,SR
AGI,SMWA,5.841252,-56.673247,Wageningen Airstrip,SR
WSO,SMWS,5.215277,-57.185302,Washabo Airport,SR
ORG,SMZO,5.811211,-55.192299,Zorg en Hoop Airport,SR
JSO,SN6L,-3.614769,-40.232208,Dr. Luciano de Arruda Coelho Regional Airport,BR
JAW,SNAB,-7.586417,-40.535431,Araripina Airport,BR
APQ,SNAL,-9.776589,-36.628983,Arapiraca Airport,BR
AMJ,SNAR,-16.165579,-40.684024,Cirilo Queiróz Airport,BR
AIF,SNAX,-22.638601,-50.455983,Marcelo Pires Halzhausen Airport,BR
BDC,SNBC,-5.5025,-45.215833,Barra do Corda Airport,BR
BRA,SNBR,-12.0789,-45.008999,Dom Ricardo Weberberger Airport,BR
BSS,SNBS,-7.525305,-46.053364,Balsas Airport,BR
BQQ,SNBX,-11.0808,-43.147499,Barra Airport,BR
MXQ,SNCL,-13.389444,-38.91,Lorenzo Airport,BR
EEA,SNCP,-27.634128,-50.358253,Planalto Serrano Regional Airport,BR
QCH,SNCX,-19.487476,-40.579362,Colatina Airport,BR
RDC,SNDC,-8.031188,-49.979687,Redenção Airport,BR
DTI,SNDT,-18.232000351,-43.650398254399995,Diamantina Airport,BR
DIQ,SNDV,-20.180700302124,-44.870899200439,Brigadeiro Cabral Airport,BR
JPE,SNEB,-3.019798,-47.316474,Nagib Demachki Airport,BR
CNV,SNED,-15.667,-38.9547,Sócrates Rezende Airport,BR
VCC,SNEE,-28.43248,-51.023322,Vacaria Airport,BR
SXX,SNFX,-6.6413,-51.9523,São Félix do Xingu Airport,BR
GUZ,SNGA,-20.6465,-40.491901,Guarapari Airport,BR
GDP,SNGD,-6.782219886779785,-43.58219909667969,Guadalupe Airport,BR
GNM,SNGI,-14.2082,-42.746101,Guanambi Airport,BR
QGP,SNGN,-8.83428,-36.4716,Garanhuns Airport,BR
SET,SNHS,-8.061433,-38.328888,Santa Magalhães Airport,BR
IRE,SNIC,-11.339900016784668,-41.84700012207031,Irecê Airport,BR
QIG,SNIG,-6.346319,-39.294448,Iguatu Airport,BR
QIT,SNIP,-15.244500160217285,-40.277198791503906,Itapetinga Airport,BR
IPU,SNIU,-14.173538,-39.68399,Ipiaú Airport,BR
JCM,SNJB,-11.1632,-40.553101,Jacobina Airport,BR
JEQ,SNJK,-13.8777,-40.071602,Jequié Airport,BR
JMA,SNJM,-20.259722,-42.183887,Aeroporto Elias Breder Airport,BR
JNA,SNJN,-15.4738,-44.385502,Januária Airport,BR
JDR,SNJR,-21.085638,-44.225299,Prefeito Octávio de Almeida Neves Airport,BR
CDI,SNKI,-20.834299,-41.1856,Cachoeiro do Itapemirim - Raimundo de Andrade Airport,BR
QCP,SNKN,-6.280832767486572,-36.540279388427734,Currais Novos Airport,BR
LHN,SNLN,-19.355202,-40.07128,Linhares Municipal Airport,BR
SSO,SNLO,-22.0909,-45.044498,São Lourenço Airport,BR
MTE,SNMA,-1.9958,-54.0742,Monte Alegre Airport,BR
MVS,SNMU,-18.048901,-39.864321,Mucuri Airport,BR
SBJ,SNMX,-18.7213,-39.833698,São Mateus - Ernesto Bonomo Airport,BR
PTQ,SNMZ,-1.741307,-52.236026,Porto de Moz Airport,BR
NNU,SNNU,-17.823158,-40.329662,Nanuque Airport,BR
PSW,SNOS,-20.731838,-46.662011,José Figueiredo Municipal Airport,BR
FEJ,SNOU,-8.141213,-70.340821,Feijó Airport,BR
ORX,SNOX,-1.71408,-55.836201,Oriximiná Airport,BR
PCS,SNPC,-7.061385,-41.525871,Picos Airport,BR
POJ,SNPD,-18.672673,-46.491292,Patos de Minas Airport,BR
PIV,SNPX,-17.3169002532959,-44.86029815673828,Pirapora Airport,BR
SNQ,SNQ,30.5288,-115.9462,San Quintín Military Airstrip,MX
FLB,SNQG,-6.84639,-43.077301,Cangapara Airport,BR
CHD,SNQU,-13.0312,-41.444099,Mucugê Airport,BR
PDF,SNRD,-17.296976,-39.271131,Prado Airport,BR
CAU,SNRU,-8.28239,-36.0135,Caruaru Airport,BR
OPP,SNSM,-0.696111,-47.336111,Salinópolis Airport,BR
SFK,SNSW,-0.697844,-48.519759,Soure Airport,BR
TXF,SNTF,-17.524392,-39.668499,9 de Maio - Teixeira de Freitas Airport,BR
OBI,SNTI,-1.867981,-55.514596,Óbidos Municipal Airport,BR
TFL,SNTO,-17.8923,-41.513599,Juscelino Kubitscheck Airport,BR
JPO,SNTS,-7.03899,-37.251598,Aeroporto Brigadeiro Firmino Ayres,BR
AIY,SNUI,-16.851571,-42.045633,Araçuaí Airport,BR
VAL,SNVB,-13.2965,-38.992401,Valença Airport,BR
BVS,SNVS,-1.63653,-50.4436,Breves Airport,BR
CMC,SNWC,-2.895596,-40.859299,Camocim - Pinto Martins Airport,BR
JCS,SNWS,-5.21135,-40.704201,Crateús Airport,BR
GGF,SNYA,-1.479524,-52.578214,Almeirim Airport,BR
PHI,SNYE,-2.477426,-45.105003,Pinheiro Airport,BR
GMS,SNYW,-2.109444,-44.651114,Antônio Guerreiro Airport,BR
PPY,SNZA,-22.2892,-45.919102,Pouso Alegre Airport,BR
PYT,SNZR,-17.242599,-46.883099,Pedro Rabelo de Souza Airport,BR
ITE,SNZW,-13.731571,-39.140377,Ituberá Airport,BR
LKR,SO-0008,11.17348,48.21426,Las Khorey Airport,SO
GUO,SO-0020,5.317412,45.985308,Guriel Airport,SO
BXX,SO-BXX,9.9463,43.1495,Borama Airport,SO
SOA,SOA,9.5814,105.9602,Sóc Trăng Airport,VN
CAY,SOCA,4.819964,-52.361326,Cayenne – Félix Eboué Airport,GF
GSI,SOGS,4.285833,-54.373056,Grand-Santi Airport,GF
MPY,SOOA,3.655907,-54.039431,Maripasoula Airport,GF
OYP,SOOG,3.8976,-51.8041,Saint-Georges-de-l'Oyapock Airport,GF
LDX,SOOM,5.481891,-54.034964,Saint-Laurent-du-Maroni Airport,GF
REI,SOOR,4.31339,-52.132745,Régina Airport,GF
XAU,SOOS,3.61361,-53.204201,Saül Airport,GF
SOR,SOR,34.390394,40.15256,Al Thaurah Airport,SY
ALD,SPAR,-11.65018,-69.229614,Alerta Airport,PE
AOP,SPAS,-2.79612994194,-76.46659851070001,Alferez FAP Alfredo Vladimir Sara Bauer Airport,PE
AYX,SPAY,-10.7291,-73.766502,Teniente General Gerardo Pérez Pinedo Airport,PE
MBP,SPBB,-6.018889,-76.988327,Moyobamba Airport,PE
IBP,SPBR,-11.4116,-69.488701,Iberia Airport,PE
PCL,SPCL,-8.378064,-74.574495,Cap FAP David Abenzur Rengifo International Airport,PE
TDP,SPDR,-3.80601,-75.039299,Trompeteros Airport,PE
CHM,SPEO,-9.14961,-78.523804,FAP Lieutenant Jaime Andres de Montreuil Morales Airport,PE
CGL,SPGL,-7.797624,-77.651249,Chagual Airport,PE
TGI,SPGM,-9.289667,-76.005058,Tingo Maria Airport,PE
CIX,SPHI,-6.789223,-79.828254,Capitán FAP José A. Quiñones González International Airport,PE
AYP,SPHO,-13.1548,-74.204399,Air Force Colonel Alfredo Mendivil Duarte Airport,PE
ANS,SPHY,-13.706399917602539,-73.35040283203125,Andahuaylas Airport,PE
ATA,SPHZ,-9.347439765930176,-77.59839630126953,Comandante FAP German Arias Graziani Airport,PE
UMI,SPIL,-13.231357,-70.75145,Quincemil Air Base,PE
LIM,SPIM,-12.0219,-77.114305,Jorge Chávez International Airport,PE
UCZ,SPIZ,-8.467,-76.349998,Uchiza Airport,PE
RIJ,SPJA,-6.06786,-77.160004,Juan Simons Vela Airport,PE
JAE,SPJE,-5.59248,-78.774002,Shumba Airport,PE
JJI,SPJI,-7.1691,-76.7286,Juanjui Airport,PE
JAU,SPJJ,-11.7831001282,-75.47339630130001,Francisco Carle Airport,PE
JUL,SPJL,-15.467689,-70.15653,Inca Manco Capac International Airport,PE
SJA,SPJN,-15.357508,-75.135005,San Juan de Marcona Airport,PE
CJA,SPJR,-7.13918,-78.489403,Mayor General FAP Armando Revoredo Iglesias Airport,PE
RIM,SPLN,-6.39231,-77.501198,San Nicolas Airport,PE
ILQ,SPLO,-17.695,-71.344002,General Jorge Fernandez Maldon Airport,PE
TBP,SPME,-3.552074,-80.381086,Captain Pedro Canga Rodríguez International Airport,PE
MZA,SPMF,-11.3254,-74.535598,Mayor PNP Nancy Flores Paucar Airport,PE
YMS,SPMS,-5.89377,-76.118202,Moises Benzaquen Rengifo Airport,PE
HUU,SPNC,-9.878809928894043,-76.20480346679688,Alferez Fap David Figueroa Fernandini Airport,PE
SQU,SPOA,-6.96003,-76.768402,Saposoa Airport,PE
CHH,SPPY,-6.201911,-77.856195,Chachapoyas Airport,PE
IQT,SPQT,-3.78474,-73.3088,Coronel FAP Francisco Secada Vignetta International Airport,PE
AQP,SPQU,-16.340786,-71.569485,Rodríguez Ballón International Airport,PE
TRU,SPRU,-8.082382,-79.108821,Capitán FAP Carlos Martínez de Pinillos International Airport,PE
PIO,SPSO,-13.7449,-76.220299,Captain Renán Elías Olivera International Airport,PE
TPP,SPST,-6.508739948272705,-76.37319946289062,Cadete FAP Guillermo Del Castillo Paredes Airport,PE
SYC,SPSY,-11.898,-69.0625,Shiringayoc Airport,PE
TCQ,SPTN,-18.053300857500002,-70.2758026123,Coronel FAP Carlos Ciriani Santa Rosa International Airport,PE
PEM,SPTU,-12.6135997772,-69.2285995483,Padre Aldamiz International Airport,PE
PIU,SPUR,-5.20575,-80.616402,PAF Captain Guillermo Concha Iberico International Airport,PE
TYL,SPYL,-4.57664,-81.254097,Captain Victor Montes Arias International Airport,PE
NZC,SPZA,-14.854,-74.961502,Maria Reiche Neuman Airport,PE
CUZ,SPZO,-13.535699844400002,-71.9387969971,Alejandro Velasco Astete International Airport,PE
EAX,SR-0009,5.863807,-55.189504,Eduard Alexander Gummels Airport,SR
SRL,SRL,27.0927,-112.0985,Palo Verde Airport,MX
SRM,SRM,-24.0568,139.0821,Sandringham Airport,AU
SRV,SRV,61.7897,-156.589005,Stony River 2 Airport,US
CZB,SSAK,-28.657934,-53.610095,Carlos Ruhl Airport,BR
APU,SSAP,-23.609099,-51.384301,Captain João Busse Airport,BR
BGV,SSBG,-29.147424,-51.540791,Aeroclube de Bento Gonçalves Airport,BR
BNU,SSBL,-26.831661,-49.093569,Blumenau Airport,BR
CCI,SSCK,-27.180511,-52.051755,Olavo Cecco Rigon Airport,BR
CSS,SSCL,-19.146861,-51.676941,Cassilândia Airport,BR
CEL,SSCN,-29.370091,-50.831729,Canela Airport,BR
CKO,SSCP,-23.152711,-50.602868,Cornélio Procópio Airport,BR
GGH,SSCT,-23.69157,-52.642091,Engenheiro Gastão de Mesquita Filho Airport,BR
ERM,SSER,-27.663614,-52.271489,Erechim Airport,BR
FBE,SSFB,-26.05938,-53.063827,Paulo Abdala Airport,BR
GGJ,SSGY,-24.0811,-54.1917,Guaíra Airport,BR
HRZ,SSHZ,-27.6383,-54.3391,Walter Bündchen Airport,BR
IJU,SSIJ,-28.368711,-53.846568,João Batista Bos Filho Airport,BR
ITQ,SSIQ,-29.171981,-56.538343,Itaqui Airport,BR
JCB,SSJA,-27.171514,-51.553327,Santa Terezinha Airport,BR
CBW,SSKM,-24.009199,-52.3568,Campo Mourão Airport,BR
QDB,SSKS,-30.00189971923828,-52.940799713134766,Cachoeira do Sul Airport,BR
OAL,SSKW,-11.496,-61.4508,Cacoal Airport,BR
LOI,SSLN,-27.159999847399998,-49.5424995422,Helmuth Baungarten Airport,BR
ALQ,SSLT,-29.811595,-55.894707,Alegrete Novo Airport,BR
QGF,SSNG,-29.71940040588379,-51.48939895629883,Montenegro Airport,BR
QHV,SSNH,-29.69610023498535,-51.08169937133789,Novo Hamburgo Airport,BR
SQX,SSOE,-26.781601,-53.503502,São Miguel do Oeste Hélio Wasum Airport,BR
APX,SSOG,-23.352636,-51.491967,Arapongas Airport,BR
VRZ,SSOL,-21.240601,-44.963902,Padre Israel Airport,BR
AIR,SSOU,-10.187375,-59.457469,Aripuanã Airport,BR
PNG,SSPG,-25.5401,-48.5312,Paranaguá Airport,BR
PVI,SSPI,-23.089899,-52.488499,Paranavaí Airport,BR
PBB,SSPN,-19.651199,-51.199402,Paranaíba Airport,BR
SQY,SSRU,-31.38330078125,-52.032798767089844,São Lourenço do Sul Airport,BR
SSS,SSS,-5.5965,147.8106,Siassi Airport,PG
JBS,SSSB,-28.6549,-56.034599,São Borja Airport,BR
CSU,SSSC,-29.684099,-52.412201,Santa Cruz do Sul Airport,BR
UMU,SSUM,-23.7987,-53.313801,Orlando de Carvalho Airport,BR
ZFU,SSUO,-23.4086112976,-46.330554962200004,Unifly Heliport,BR
UVI,SSUV,-26.233224,-51.066754,José Cleto Airport,BR
VIA,SSVI,-26.999701,-51.141899,Videira Airport,BR
BMS,SSXH,-14.2554,-41.817501,Sócrates Mariani Bittencourt Airport,BR
AXE,SSXX,-26.875067,-52.372862,Xanxerê Airport,BR
SRA,SSZR,-27.90658,-54.520628,Luis Alberto Lehr Airport,BR
ATI,SUAG,-30.4007,-56.5079,Artigas International Airport,UY
BUV,SUBU,-30.319807,-57.558823,Placeres Airport,UY
CYR,SUCA,-34.456402,-57.770599,Colonia Laguna de Los Patos International Airport,UY
DZO,SUDU,-33.358898,-56.499199,Santa Bernardina International Airport,UY
PDP,SULS,-34.855099,-55.094299,Capitan Corbeta CA Curbelo International Airport,UY
MLZ,SUMO,-32.337898,-54.216702,Cerro Largo International Airport,UY
MVD,SUMU,-34.835647,-56.026497,Carrasco General Cesáreo L. Berisso International Airport,UY
PDU,SUPU,-32.3633,-58.061901,Tydeo Larre Borges Airport,UY
RVY,SURV,-30.9746,-55.4762,Pres. Gral. Óscar D. Gestido Binational Airport,UY
STY,SUSO,-31.438499,-57.985298,Nueva Hesperides International Airport,UY
TAW,SUTB,-31.749001,-55.925801,Tacuarembo Airport,UY
TYT,SUTR,-33.195714,-54.347246,Treinta y Tres Airport,UY
VCH,SUVO,-31.739166,-54.587776,Vichadero Airport,UY
AGV,SVAC,9.553375,-69.237869,Oswaldo Guevara Mujica Airport,VE
AAO,SVAN,9.430225,-64.470726,Anaco Airport,VE
LPJ,SVAS,6.577504,-66.816564,Armando Schwarck Airport,VE
BLA,SVBC,10.111111,-64.692222,General José Antonio Anzoategui International Airport,VE
BNS,SVBI,8.615,-70.214167,Barinas Airport,VE
BRM,SVBM,10.042747,-69.35862,Jacinto Lara International Airport,VE
MYC,SVBS,10.249978,-67.649422,Escuela Mariscal Sucre Airport,VE
CBL,SVCB,8.122161,-63.536957,General Tomas de Heres Airport,VE
CXA,SVCD,7.62551,-66.162804,Caicara del Orinoco Airport,VE
CUV,SVCG,8.75814,-72.536301,Casigua El Cubo Airport,VE
CLZ,SVCL,8.924656,-67.417091,Calabozo Airport,VE
CAJ,SVCN,6.231989,-62.85485,Canaima Airport,VE
CUP,SVCP,10.660014,-63.261681,General Francisco Bermúdez Airport,VE
CZE,SVCR,11.414944,-69.680901,José Leonardo Chirinos Airport,VE
CUM,SVCU,10.450333,-64.13047,Antonio José de Sucre Airport,VE
PPZ,SVDZ,6.220095,-67.447508,Puerto Paez Airport,VE
EOR,SVED,6.71573,-61.638786,El Dorado Airport,VE
EOZ,SVEZ,7.059677,-69.4967,Elorza Airport,VE
GDO,SVGD,7.210834,-70.756386,Guasdualito Airport,VE
GUI,SVGI,10.574077606200001,-62.3126678467,Guiria Airport,VE
GUQ,SVGU,9.026944,-69.75515,Guanare Airport,VE
